,Group,Actinomycetaceae,Aerococcus,Aeromonas,Akkermansia,Alcaligenes faecalis et rel.,Allistipes et rel.,Anaerobiospirillum,Anaerofustis,Anaerostipes caccae et rel.,Anaerotruncus colihominis et rel.,Anaerovorax odorimutans et rel.,Aneurinibacillus,Aquabacterium,Asteroleplasma et rel.,Atopobium,Bacillus,Bacteroides fragilis et rel.,Bacteroides intestinalis et rel.,Bacteroides ovatus et rel.,Bacteroides plebeius et rel.,Bacteroides splachnicus et rel.,Bacteroides stercoris et rel.,Bacteroides uniformis et rel.,Bacteroides vulgatus et rel.,Bifidobacterium,Bilophila et rel.,Brachyspira,Bryantella formatexigens et rel.,Bulleidia moorei et rel.,Burkholderia,Butyrivibrio crossotus et rel.,Campylobacter,Catenibacterium mitsuokai et rel.,Clostridia,Clostridium cellulosi et rel.,Clostridium colinum et rel.,Clostridium difficile et rel.,Clostridium felsineum et rel.,Clostridium leptum et rel.,Clostridium nexile et rel.,Clostridium orbiscindens et rel.,Clostridium ramosum et rel.,Clostridium sphenoides et rel.,Clostridium stercorarium et rel.,Clostridium symbiosum et rel.,Clostridium thermocellum et rel.,Collinsella,Coprobacillus catenaformis et rel.,Coprococcus eutactus et rel.,Corynebacterium,Desulfovibrio et rel.,Dialister,Dorea formicigenerans et rel.,Eggerthella lenta et rel.,Enterobacter aerogenes et rel.,Enterococcus,Escherichia coli et rel.,Eubacterium biforme et rel.,Eubacterium cylindroides et rel.,Eubacterium hallii et rel.,Eubacterium limosum et rel.,Eubacterium rectale et rel.,Eubacterium siraeum et rel.,Eubacterium ventriosum et rel.,Faecalibacterium prausnitzii et rel.,Fusobacteria,Gemella,Granulicatella,Haemophilus,Helicobacter,Klebisiella pneumoniae et rel.,Lachnobacillus bovis et rel.,Lachnospira pectinoschiza et rel.,Lactobacillus catenaformis et rel.,Lactobacillus gasseri et rel.,Lactobacillus plantarum et rel.,Lactobacillus salivarius et rel.,Lactococcus,Leminorella,Megamonas hypermegale et rel.,Megasphaera elsdenii et rel.,Methylobacterium,Micrococcaceae,Mitsuokella multiacida et rel.,Moraxellaceae,Novosphingobium,Oceanospirillum,Oscillospira guillermondii et rel.,Outgrouping clostridium cluster XIVa,Oxalobacter formigenes et rel.,Papillibacter cinnamivorans et rel.,Parabacteroides distasonis et rel.,Peptococcus niger et rel.,Peptostreptococcus anaerobius et rel.,Peptostreptococcus micros et rel.,Phascolarctobacterium faecium et rel.,Prevotella melaninogenica et rel.,Prevotella oralis et rel.,Prevotella ruminicola et rel.,Prevotella tannerae et rel.,Propionibacterium,Proteus et rel.,Pseudomonas,Roseburia intestinalis et rel.,Ruminococcus bromii et rel.,Ruminococcus callidus et rel.,Ruminococcus gnavus et rel.,Ruminococcus lactaris et rel.,Ruminococcus obeum et rel.,Serratia,Sporobacter termitidis et rel.,Staphylococcus,Streptococcus bovis et rel.,Streptococcus intermedius et rel.,Streptococcus mitis et rel.,Subdoligranulum variable at rel.,Sutterella wadsworthia et rel.,Tannerella et rel.,Uncultured Bacteroidetes,Uncultured Chroococcales,Uncultured Clostridiales I,Uncultured Clostridiales II,Uncultured Mollicutes,Uncultured Selenomonadaceae,Veillonella,Vibrio,Weissella et rel.,Wissella et rel.,Xanthomonadaceae,Yersinia et rel.
Sample-52,C,0.002412923,0.004771768,0.005352117,0.013268801,0.004623015,4.197125924,0.00514829,0.009740705,0.204581954,0.109336446,0.086544879,0.009080231,0.006335432,0.006178298,0.011344905,0.024738007,0.992089072,0.237563382,0.238234859,2.050256428,2.982163925,0.256409711,0.544478614,0.72949491,6.254606452,0.010507639,0.009160672,1.016455727,0.040893411,0.004941992,1.327367697,0.020825155,0.130671687,0.35706829,0.407644784,1.035486148,0.116914638,0.012791023,0.101755983,1.086384194,0.365178515,0.021361075,2.32885994,0.060365285,1.370481329,0.006184199,0.512758885,0.038448884,0.578744144,0.008430525,0.019197671,0.037761396,2.710727656,0.027099962,0.014373684,0.021761034,0.035971389,0.145037417,0.018514923,0.272268032,0.036451094,5.487916472,0.055513695,0.416185826,20.683342,0.018793531,0.008085633,0.003305862,0.003114996,0.013766913,0.0124134,0.728310806,5.05559052,0.002926661,0.085874036,0.275224855,2.222463626,0.013714699,0.00295399,2.473555187,1.188510685,0.002081835,0.005244437,0.009283111,0.008058154,0.003634561,0.023165384,0.247989787,1.165631605,0.01469803,0.321488206,1.562894873,0.084018849,0.006403055,0.023982499,0.302098102,12.73920558,0.401266692,0.146832176,0.605424873,0.01509534,0.012282309,0.004505548,1.127065114,0.031400913,0.379457821,0.566447234,0.268393415,2.441948985,0.000343485,0.194883878,0.007239026,0.372821524,0.442313871,0.895827144,1.132947314,0.22613015,1.219205588,0.522153262,0.004929505,0.098528851,0.109854741,0.066003824,0.000410067,0.091243678,0.013073037,0.009931566,0.003492536,0.010304523,0.012073427
Sample-53,C,0.002182786,0.006742034,0.005035468,0.056931454,0.004199183,0.457982419,0.004462047,0.01705476,0.328083256,0.269275976,0.09184854,0.023356291,0.002759597,0.005668688,0.008245382,0.014101626,0.230221119,0.254291729,0.434125254,0.263584928,0.456797798,0.303257961,0.126919483,0.155934772,0.055052664,0.00952246,0.008106505,1.298152819,0.055240361,0.006339323,2.213391204,0.017940507,0.034249299,1.029609976,2.118616545,1.225474043,0.235377581,0.065923853,0.656908619,3.613726334,1.126444664,0.017816478,2.326346713,0.090324812,3.11437523,0.005510455,0.134561588,0.021120594,0.876345518,0.007317119,0.018619762,0.054363652,5.278598518,0.029907021,0.013345123,0.020455082,0.02964712,0.241593817,0.016038921,0.584044352,0.024004813,7.969264047,0.207219566,1.588951634,17.71574483,0.016444892,0.008381293,0.0055492,0.002891938,0.012150527,0.011911195,2.396276837,5.146988931,0.001080703,0.097348667,0.051280492,0.012674093,0.012585505,0.0026013,0.009058558,0.041879942,0.001828782,0.004714614,0.008017108,0.007075235,0.004082149,0.019194931,4.495759897,2.188814962,0.156909021,0.558795354,0.593554154,0.188943242,0.006058277,0.02113369,0.027772768,4.44203833,1.512705006,0.609274833,3.574798678,0.011320186,0.011011654,0.003987033,4.336617369,1.202937078,0.553880136,1.381995292,1.572597677,2.508977525,0.00037397,0.776126332,0.006758166,0.735090288,0.061607836,0.165495387,1.602481658,0.142417209,0.265540786,0.014767082,0.004769841,0.323514127,0.230177333,0.064862812,0.000342928,0.023467391,0.011439655,0.02901333,0.002180368,0.015886459,0.011131908
Sample-54,C,0.003481225,0.006500988,0.009176914,0.267983284,0.007103012,0.662853536,0.007272443,0.023801304,0.207411168,0.588371723,0.262594755,0.019727332,0.004241587,0.009163052,0.012418667,0.023753982,0.549892442,0.3417669,0.626253087,0.422295336,0.711931476,0.4241755,0.241879306,0.267565784,0.082426335,0.015585433,0.013173258,0.952722155,0.037921044,0.007001063,1.058827872,0.029980525,0.014620767,0.261994139,3.444611534,0.470466526,0.143877669,0.011580731,1.120184508,1.065545213,1.771034594,0.030189051,1.185183113,0.39218495,1.45245156,0.008899407,0.072897823,0.030870966,0.801799969,0.01207647,0.02824009,0.043337924,3.010783298,0.042412473,0.015038774,0.033002115,0.042870046,0.099518339,0.026312403,0.136248277,0.039883469,1.942455727,4.024247508,0.336730174,10.2969947,0.027341108,0.011707703,0.004292056,0.004392201,0.019936578,0.014505475,0.482486681,1.794526575,0.001482363,0.11192551,0.080874428,0.028979093,0.020666643,0.004433684,0.019738435,0.041052961,0.003074938,0.007575663,0.013588756,0.011979337,0.006375466,0.030824509,24.0019108,0.970067177,0.59689918,0.487314753,0.860259872,0.104474821,0.009186152,0.035237681,0.044830114,10.97493683,1.459129668,0.762974529,1.802430093,0.0190436,0.018427646,0.006419411,0.848474022,1.835825715,1.272748327,0.485132666,0.54266046,3.175969861,0.000443321,3.02141993,0.010370196,0.409991413,0.058594308,0.144541488,1.349956222,0.142997438,0.250131185,0.039230918,0.007733902,0.297960356,0.69916798,0.106334421,0.000525263,0.026250023,0.016849841,0.016036015,0.00272659,0.017993599,0.01683526
Sample-55,C,0.002505467,0.004750398,0.005747121,0.072255508,0.005717234,1.30307743,0.005458451,0.009702639,0.262529983,0.290057685,0.226625759,0.009876482,0.004693263,0.006683062,0.009293852,0.013688515,0.72649575,1.547805573,1.583122652,0.936274813,1.463391783,0.956830641,0.431142139,0.445685094,0.167510744,0.015101805,0.009955127,0.847154799,0.037208377,0.01842298,1.022308087,0.02242605,0.052066007,1.081110868,1.786049988,0.558559346,0.089727199,0.008970706,0.454973498,1.630825288,1.012393092,0.02078701,1.15692874,0.066709358,1.621509786,0.006747643,0.105859563,0.025089521,1.469779438,0.008974825,0.030718892,0.037978187,2.513756112,0.024396518,0.029031943,0.023998655,0.039801058,0.162237368,0.019746065,0.240317179,0.023167121,2.54168008,0.406135852,0.740754968,9.522515279,0.019886003,0.009231802,0.00327248,0.003967199,0.014978403,0.0275376,0.939286893,2.274959368,0.001834607,0.075025535,0.052814904,0.01179303,0.014897614,0.003745071,0.010583879,0.029579361,0.002264466,0.005648707,0.010127794,0.008912991,0.00407819,0.022862798,8.380080354,0.922880772,0.272206781,0.382238895,2.554365334,0.080732322,0.006845933,0.025923572,0.033791185,18.95204843,2.384335862,1.575522916,6.663021463,0.014046797,0.013285101,0.005221654,2.305469738,0.842168779,0.581025263,0.506580668,0.51041248,2.567533406,0.000619769,1.703351375,0.007652492,0.348335249,0.049359035,0.11768985,1.009899985,1.233153874,0.780519314,0.015587023,0.005664311,0.700100783,0.345763288,0.252326389,0.000384698,0.069390965,0.014187263,0.009468744,0.002266116,0.217378242,0.013078418
Sample-56,C,0.001974953,0.007004915,0.005860116,0.04267559,0.003202537,0.149240892,0.007621024,0.022111056,0.538052184,2.052454668,0.119930436,0.011889473,0.00274578,0.004544102,0.007122166,0.045063165,0.146668568,0.04768903,0.265863709,0.044805151,0.121561041,0.369203526,0.031030951,0.190476104,2.59184914,0.007372421,0.005999191,3.889173927,0.020974565,0.0176364,1.108539608,0.014460794,0.008040919,0.214858545,2.92923324,0.200174714,0.299136937,0.007036436,0.357107799,1.374731141,0.95733436,0.025414525,2.930473805,0.995027792,2.499570101,0.004171965,0.278486284,0.053612239,1.150747812,0.005620811,0.015546314,0.010381237,3.586869922,0.018454027,0.019446664,0.031720199,0.760611822,0.054583489,0.012657003,0.403554013,0.054558039,1.355453127,2.601329592,0.680955964,12.52161503,0.019337091,0.005623823,0.006144429,0.003982263,0.009258436,0.033057162,0.968253545,1.697912045,0.000655599,3.808008145,0.564317883,1.748272143,0.038868188,0.002277841,0.010774519,1.557603146,0.001397933,0.00473781,0.006206216,0.005693018,0.002832076,0.01455113,0.406581043,2.690512286,0.111573741,1.103963358,0.16686859,0.069146021,0.004947231,0.016853438,0.021422789,0.131226037,0.028912086,0.082605617,0.068650141,0.010303848,0.022451308,0.004984222,3.013569195,2.61325575,4.454033518,2.903804623,0.582230874,4.693830833,0.001175908,0.313844901,0.005822711,0.80622086,0.800147983,1.583093358,12.56793808,0.086030302,0.094614548,0.002480674,0.003652249,0.065924856,0.155270158,0.1565897,0.000526372,1.260010243,0.012029796,0.016571983,0.001474568,0.019050788,0.022725931
Sample-57,C,0.003899175,0.013130285,0.009784672,0.025315106,0.007472883,0.224042623,0.008299313,0.02913621,0.270759464,0.156558479,0.122557141,0.014879383,0.004949179,0.010389108,0.01502016,0.310907636,0.064312852,0.022591868,0.070634928,0.092312999,0.148675691,0.067594896,0.020871397,0.056866643,1.671083435,0.017594067,0.014828743,1.908834548,0.038253463,0.007911929,0.580091231,0.033707471,0.014392039,7.848135799,0.398807562,0.228946381,2.105643199,0.098673987,0.171330638,1.04557424,0.867419363,0.041398187,1.004106532,0.272442675,2.741590832,0.010356174,0.242068053,0.063247894,1.343570103,0.013762758,0.03200414,0.129789893,4.085164654,0.057283129,0.022649038,0.055512841,0.050132079,0.037344642,0.030224846,0.29626135,0.418447535,1.051724542,0.081741019,0.784940726,12.89444571,0.030214537,0.014852881,0.01253586,0.006489024,0.022722175,0.019740701,1.133456924,1.035560208,0.001689692,0.167685189,3.350743922,8.878866196,0.029744262,0.005058802,3.695427724,5.849642596,0.003345896,0.010256079,0.015014964,0.01329504,0.009203306,0.035188176,0.571845145,0.785040862,0.026578975,0.990886747,0.12899017,0.09037994,0.011626263,0.040822622,0.067510637,0.226857569,0.037862825,0.029505784,0.063835401,0.021474436,0.020598736,0.008385965,3.87128698,0.050414713,0.457704478,0.447367819,0.257336892,3.18132846,0.001121937,0.246380733,0.018084852,3.151581756,2.905991285,6.590153284,2.799684812,0.127231618,0.097446213,0.016405626,0.008429675,0.161276286,0.353603769,0.111014537,0.002762783,2.452846468,0.024700672,0.562929092,0.003181771,0.032429938,0.021967781
Sample-58,C,0.002199348,0.005948436,0.006527184,0.037947915,0.004190557,0.593486964,0.007232755,0.012694572,0.511115387,0.197962939,0.043056974,0.010958013,0.002810028,0.005305334,0.010577433,0.020011531,0.735783061,0.310539276,0.799869183,0.271635002,0.479444313,2.017699937,0.23841786,1.065749523,7.483582719,0.010757544,0.007876281,1.881250856,0.041238555,0.004492313,1.861194393,0.018090432,0.004371469,0.658995774,0.823048563,1.068348189,0.262185104,0.00669747,0.404850971,3.093080452,0.995406523,0.027923666,3.433380008,0.970845,4.176376169,0.00533635,0.602626551,0.017707442,0.73170665,0.007178302,0.015622236,0.010075769,7.881298021,0.023356033,0.016714225,0.022011068,0.6817417,0.154002505,0.01948976,0.907005608,0.022657347,8.021452579,0.027214487,2.241518754,8.528376689,0.016424377,0.007066598,0.005372483,0.017194456,0.011989696,0.060862041,2.864258676,5.589916618,0.000910393,0.40175788,0.062292495,0.055168008,0.012739379,0.002678567,0.00716271,0.018725486,0.001800961,0.004787495,0.007788738,0.007241861,0.002926311,0.02095876,0.195085269,2.895764498,0.166057845,0.491365443,1.225347224,0.050371248,0.005554449,0.020672174,0.418836369,0.150977372,0.092984408,0.229400756,0.401475545,0.018803985,0.01145935,0.018258214,5.202645057,1.903480721,0.633387737,2.767144665,0.97548677,5.462216774,0.007486874,0.240243255,0.006508405,0.888342895,0.065486361,0.131551111,0.661800221,0.078026132,0.490337543,0.011293655,0.004755835,0.087750326,0.085648262,0.074946239,0.000299527,0.015087254,0.019665362,0.019553797,0.001460616,0.007832948,0.022875469
Sample-113,C,0.034106765,0.032958927,0.06531364,0.076978591,0.052149603,1.521871427,0.051656598,0.077201244,0.696916694,0.885228577,0.393199839,0.062096482,0.045303861,0.045015825,0.121165577,0.195292941,0.73917278,1.065510394,0.829137705,0.803021182,1.218356387,0.544281467,0.417683687,0.451751414,1.8101343,0.167214973,0.122963835,2.722558895,0.294745028,0.03730037,1.596527867,0.260171722,0.139039589,1.602882415,1.47351846,0.628973072,1.404001832,0.065183294,0.622542994,0.779782874,1.514332963,0.223959174,2.803549615,0.618577279,3.931071405,0.082275718,0.652319545,0.257203522,1.270628488,0.113153468,0.214475502,0.248513084,2.919901791,0.276043334,0.098711043,0.246806409,0.361752427,0.373270917,0.232720088,0.720234198,0.25668017,1.343936743,0.474720175,0.62494786,9.995680097,0.261485297,0.083487487,0.025962249,0.090839355,0.284647869,0.150942828,1.043135283,2.246911315,0.007106671,0.540957741,0.730741055,0.41318246,0.135963493,0.020348405,0.137788936,0.183129036,0.019808711,0.092763563,0.086002759,0.094619466,0.030473696,0.317594016,2.440176612,1.554801979,0.129428971,0.509636323,2.055598805,0.237786149,0.083987173,0.419417929,0.338097361,4.640083706,1.182368474,1.453314307,1.213831315,0.229097107,0.150347097,0.099904957,1.02257827,0.161575165,0.736183579,1.733767102,0.593473109,3.073946771,0.018050268,1.498012705,0.080060562,1.896322195,0.504652101,0.923828849,4.342044249,0.535561613,0.760922589,0.024287506,0.086443232,1.555028604,1.237876271,0.754367331,0.00511091,0.191732937,0.146340021,0.118065671,0.014162197,0.071080065,0.17037803
Sample-114,C,0.00330607,0.005947539,0.006913334,0.017237011,0.006435287,1.091798066,0.00675116,0.013147054,0.189078949,0.240647489,0.061830853,0.01286678,0.018355196,0.007979451,0.012607704,0.017935396,0.924538138,1.289690599,1.692151154,1.093332834,1.280290497,1.128217416,0.528286325,0.667726341,0.449686014,0.013733798,0.011876814,1.227309271,0.082824975,0.007997593,1.328706525,0.027259152,0.033633538,2.72035512,1.133245641,0.845286607,0.607541888,0.054172285,0.239257141,1.280431195,0.469670117,0.029341498,1.665550953,0.04251129,2.375753868,0.008415161,0.190475232,0.048813037,1.230792211,0.011596526,0.025145066,0.094481171,3.376627882,0.044157698,0.013223695,0.031947097,0.045213885,0.295059109,0.024427639,0.186082927,0.029482335,4.086752102,0.187717213,0.802076186,17.32882843,0.025031483,0.011837517,0.004122837,0.005290321,0.018242522,0.014346761,1.351398498,2.730661919,0.001543142,0.147830547,0.109958831,0.311756085,0.018596992,0.004488842,0.011273369,0.094589307,0.002897013,0.007228411,0.012073675,0.012017188,0.005377551,0.027804592,0.479127807,0.807888642,0.019374525,0.529242838,2.691801184,0.089620491,0.008835631,0.031708852,0.040227505,18.23680874,2.588990821,3.041624721,1.895032122,0.016993975,0.016597674,0.006743523,2.863102729,0.106405259,0.626826302,0.586752831,0.621550087,2.695721147,0.000851086,0.282183267,0.009767165,0.531608551,0.081124122,0.246027184,1.362841809,0.158559015,0.507264034,0.006203122,0.006779932,0.301913547,0.135135856,0.107694983,0.00047917,0.202275291,0.016708243,0.059821811,0.003012273,0.009648055,0.016226147
Sample-115,C,0.026204442,0.030175367,0.095714055,0.067006568,0.037020743,0.846332413,0.053178898,0.088632225,1.033928005,0.720944648,0.36171798,0.066590678,0.032647992,0.042599361,0.098164016,0.203017973,0.368260871,0.236536704,0.347323707,0.336510081,0.672055565,0.221992075,0.113556061,0.188794311,1.593506614,0.163612046,0.141277196,3.010645232,0.282753112,0.027341683,1.812992557,0.253457997,0.244026887,3.005117133,1.442080268,0.749286277,0.922470553,0.066923539,0.521981707,1.455603361,1.315489181,0.205884507,2.843520077,0.849962946,4.845730683,0.081059649,0.769539276,0.278496459,1.607591136,0.104396769,0.221653828,0.139267561,4.758316701,0.265598134,0.110242422,0.221979924,0.349723941,0.350389062,0.205173215,1.268300948,0.279178139,1.944933042,0.408158505,0.853830918,9.433295433,0.257921427,0.081576127,0.02906679,0.094413779,0.15857709,0.172453209,1.475790658,3.008615241,0.008981099,0.516109838,0.688119787,0.513281638,0.260526045,0.018212916,0.236060969,0.134284276,0.016286939,0.093255636,0.077450894,0.094694575,0.033275478,0.305658065,1.55909975,2.156210707,0.124623543,0.54704668,0.906551595,0.213568023,0.049961187,0.292047583,0.258078645,2.245109967,0.411598544,0.256363555,0.544151775,0.183407989,0.12010007,0.095772796,1.265461686,0.409948708,0.70498097,3.081089074,0.90302029,6.015619519,0.018372027,1.186986214,0.067496624,1.532467376,0.436196243,0.594827148,3.547405712,0.398059133,0.543158548,0.020099372,0.090830973,1.603833751,1.277509583,0.870740538,0.002958021,0.191400829,0.152470462,0.949002682,0.009593399,0.051103813,0.143369059
Sample-116,C,0.002203202,0.005952635,0.007588219,0.022727271,0.004228055,0.282097971,0.004922443,0.013503832,0.30530235,0.106723056,0.074597954,0.010009722,0.003127995,0.005829179,0.011454444,0.019330807,0.166236643,0.110695318,0.294800605,0.308355065,0.276605444,0.174168866,0.163828685,0.202623529,2.876816914,0.010057537,0.008360453,1.375626786,0.036768913,0.004528511,1.893548787,0.018826175,0.044313591,0.17586025,1.547191608,0.771205899,0.119244956,0.009855405,0.206656034,4.314601055,0.710752688,0.021079414,2.236636598,0.930324192,3.102367864,0.0057712,0.629279927,0.037155371,1.486426695,0.008136258,0.017168546,0.032268855,6.231841791,0.032111662,0.01484609,0.044806451,0.066662944,0.126185957,0.017184016,0.537529914,0.031289508,6.191199444,0.049593594,1.808168121,16.90102783,0.017247955,0.007520177,0.00494899,0.004385472,0.012818339,0.016174646,2.979710386,3.79677611,0.001621937,0.112564951,0.159103382,0.843663795,0.051615179,0.002839226,0.015963251,0.023632671,0.001944533,0.004904687,0.008346482,0.007598089,0.003681586,0.020768235,0.561902582,2.132880147,0.027418869,0.752324727,0.399817615,0.210947213,0.006100682,0.022465688,0.028014277,10.97613633,0.692723308,0.191392309,0.242029727,0.012344491,0.011873361,0.005527576,5.329831265,0.229723308,0.346666276,1.326255264,1.421648541,2.582794402,0.001081334,0.188116829,0.007083536,3.336776456,0.123530355,0.4605958,1.203730467,0.059325579,0.121098488,0.003556672,0.004795554,1.138741382,0.145604147,0.063205631,0.000310785,0.029864352,0.012754228,0.209355406,0.001875947,0.007324376,0.012433547
Sample-117,C,0.002483718,0.004603126,0.005810035,0.019823919,0.004715935,1.944636057,0.005387113,0.009212738,0.180398749,0.163768499,0.050091764,0.008488982,0.028720918,0.006661207,0.010028044,0.012878512,1.58002291,0.846184473,3.122873155,2.891455185,2.422940265,2.031705565,1.408236529,1.283549861,0.549334877,0.01100677,0.009625423,0.652830475,0.025504771,0.007492709,0.815721921,0.021948423,0.019744125,1.491669183,0.339638922,1.001715631,0.142103832,0.019405609,0.148189279,1.018537429,0.366037062,0.020955782,1.806802122,0.236790226,1.631972975,0.00649246,0.234556828,0.026082607,0.522381419,0.008919725,0.018950436,0.078397354,2.487634161,0.028050897,0.010859178,0.023194755,0.03037119,0.06426316,0.019646405,0.15437333,0.02187806,3.920669059,0.067271977,0.433152498,25.08621524,0.019655016,0.008708271,0.003051447,0.00343996,0.014374614,0.010199434,0.855841263,2.637205484,0.001138171,0.174443818,0.05964516,0.095674403,0.015327266,0.002991231,0.010740728,0.044940932,0.002207885,0.005589861,0.013997104,0.008567791,0.003993088,0.022266357,0.364225219,0.666880498,0.019045828,0.286709256,3.286681323,0.098510799,0.006520853,0.025483422,0.031608792,7.832987713,5.656877405,2.768345404,2.265077788,0.013243402,0.013138899,0.00485845,1.518930476,0.044672818,0.289661674,0.350970682,0.375914489,1.171853223,0.00037547,0.142235687,0.00761249,1.526041745,0.095590738,0.558148542,3.094281624,0.155354921,1.255009399,0.009933169,0.005220341,0.114691304,0.122317982,0.070720481,0.000374865,0.066017821,0.012432103,0.009945244,0.002072036,0.008390784,0.011970017
Sample-118,C,0.002031819,0.007658413,0.006911222,0.029477545,0.00389239,1.493429259,0.004624125,0.018629838,0.547891427,0.341480315,0.19147326,0.016041784,0.006798383,0.005101534,0.01199918,0.027512154,0.169636421,0.132561117,0.284607403,0.521789394,0.44066149,0.218519792,0.228126073,0.335112425,3.230557291,0.009384481,0.007735423,1.871394981,0.039426623,0.010183291,2.465822725,0.017443762,0.052355348,1.746861238,1.058359493,0.706993273,1.234859344,0.028043233,0.322384043,2.642423522,0.951595292,0.02875003,1.846112249,0.829809916,3.423190804,0.005587831,0.452446127,0.062518351,1.336080224,0.008050821,0.016087933,1.806459091,3.65483185,0.046685676,0.02075245,0.021556286,0.052353597,0.196780626,0.016032294,0.947154309,0.032964448,5.826747478,0.212751355,1.476123208,11.8690247,0.014896656,0.007000374,0.00658237,0.003372489,0.01147241,0.0157915,2.065976122,4.014732805,0.001666671,0.1572531,0.072663064,0.087783555,0.013064856,0.002760175,0.121215499,0.480492577,0.001968527,0.004543907,0.301232789,0.006488614,0.003181083,0.018525021,3.87245757,2.038905699,0.05357508,0.565258817,0.801287061,0.102948233,0.007600809,0.020320332,0.194500912,3.6664236,0.191797054,0.147457498,0.298885238,0.013367587,0.010928045,0.004414592,3.854700405,0.360128509,0.92066967,1.527445042,0.934972866,4.01748654,0.000685389,0.762409563,0.007341121,1.210567751,0.290966137,0.661124682,7.941706343,0.093182542,0.260012903,0.049288977,0.005164864,1.579951756,0.260931876,0.13684306,0.000404135,0.021075386,0.016892183,0.029230372,0.003731691,0.007784546,0.011867623
Sample-119,C,0.001419502,0.004820948,0.007087295,0.020924002,0.002744344,4.158630464,0.003839069,0.019819857,0.366484754,0.205818097,0.081317406,0.110645457,0.004607833,0.003765617,0.005798232,0.024233536,0.920436257,0.48706624,0.968058373,1.875464546,1.393441503,1.231667748,0.764824927,1.072395511,1.338612921,0.006661239,0.005027554,1.803809462,0.037370109,0.016851114,3.948744057,0.012012276,0.007672841,0.313765512,0.601564811,0.508973461,0.339129367,0.007933326,0.157252503,1.227433396,0.713977345,0.014871557,1.702093503,0.599273602,3.375004255,0.003715359,0.137936858,0.021371059,4.47449455,0.005040564,0.011946364,0.012231333,2.367952214,0.032106693,0.028564633,0.022970541,0.134928429,0.178620824,0.010670414,0.307982823,0.028900482,3.72016732,0.116545336,0.873205421,14.19667433,0.011121189,0.004646461,0.004219117,0.011287509,0.008086335,0.05540517,1.850243234,4.511108006,0.000635574,0.178495458,0.145188766,0.282094185,0.040154089,0.006175695,0.015509419,0.01257371,0.001777402,0.003251591,0.0074658,0.004825207,0.002597911,0.012506268,0.170587094,1.500875145,0.037860022,1.073799938,2.063559528,0.020328094,0.004554529,0.013695911,0.640139303,8.33250915,0.740877209,0.575182415,0.852232925,0.012501526,0.009753639,0.011484242,4.693718302,0.075574083,1.249218648,0.794895231,0.383943953,2.212075699,0.004956113,0.186693285,0.005168984,0.871053407,0.103913129,0.328012643,6.334786885,0.120725505,0.716276286,0.17412255,0.003086076,0.287074374,0.706197696,0.121633003,0.000231598,0.032077269,0.016842472,0.147940585,0.006512729,0.00713947,0.027449989
